"Hora local en Pudahuel (aeropuerto)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss";
"16.12.2017 08:00";"18.2";"718.0";"759.0";"0.4";"56";"Viento procedente del norte";"2";"";"";"70 – 80%.";"Nubes en general en formación o desarrollándose. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"13.4";"";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"sin nubes.";"2500 o más, o sin nuves.";"No hay altocúmulos, altoestratos, ni nimboestratos.";"Cirrus uncinus o cirrus fibratus, o ambos, que invaden progresivamente el cielo; generalmente se hacen más densos en conjunto.";"10.0";"9.3";"Sin precipitación";"6";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"16.12.2017 05:00";"15.0";"717.6";"758.8";"";"66";"Viento procedente del sursureste";"3";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"10.0";"8.6";"";"";"";"";"";"";
"16.12.2017 02:00";"17.0";"717.4";"758.3";"-0.3";"57";"Viento procedente del sur";"4";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"8.4";"Sin precipitación";"6";"";"";"";"";
"15.12.2017 23:00";"20.3";"717.7";"758.2";"";"46";"Viento procedente del sudeste";"5";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"10.0";"8.2";"";"";"";"";"";"";
"15.12.2017 20:00";"25.2";"716.6";"756.3";"0.8";"36";"Viento procedente del sursuroeste";"8";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"35.4";"";"";"";"";"";"10.0";"9.2";"Sin precipitación";"6";"";"";"";"";
"15.12.2017 17:00";"31.1";"715.8";"754.8";"";"23";"Viento procedente del sur-oeste";"10";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.6";"";"";"";"";"";"";
"15.12.2017 14:00";"32.7";"716.2";"755.0";"-1.0";"18";"Viento procedente del sur";"4";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"5.8";"Sin precipitación";"6";"";"";"";"";
"15.12.2017 11:00";"28.7";"717.2";"756.6";"";"27";"Viento procedente del sursureste";"3";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.9";"";"";"";"";"";"";
"15.12.2017 08:00";"21.5";"717.5";"757.9";"0.4";"43";"Viento procedente del nornoreste";"2";"";"";"sin nubes.";"Visibilidad reducida por humo, por ejemplo fuego de maleza o incendio de bosques, humo industrial o cenizas volcánicas. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"15.0";"";"";"";"";"";"";"8.0";"8.3";"Sin precipitación";"6";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"15.12.2017 05:00";"17.6";"717.1";"758.1";"";"54";"";"";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"10.0";"8.1";"";"";"";"";"";"";
"15.12.2017 02:00";"21.4";"717.8";"758.2";"-0.8";"41";"Viento procedente del sur";"3";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"7.7";"Sin precipitación";"6";"";"";"";"";
"14.12.2017 23:00";"25.2";"718.6";"758.6";"";"35";"Viento procedente del sursuroeste";"6";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"10.0";"8.5";"";"";"";"";"";"";
"14.12.2017 20:00";"28.5";"718.3";"757.8";"0.1";"27";"Viento procedente del sursuroeste";"6";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"33.5";"";"";"";"";"";"10.0";"7.7";"Sin precipitación";"6";"";"";"";"";
"14.12.2017 17:00";"31.9";"718.2";"757.0";"";"24";"Viento procedente del sur-oeste";"6";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.0";"";"";"";"";"";"";
"14.12.2017 14:00";"32.2";"719.2";"758.2";"-1.4";"19";"Viento procedente del sur";"6";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"5.6";"Sin precipitación";"6";"";"";"";"";
"14.12.2017 11:00";"25.8";"720.6";"760.4";"";"37";"Viento procedente del sursureste";"3";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.9";"";"";"";"";"";"";
"14.12.2017 08:00";"18.3";"721.4";"762.4";"0.6";"64";"Viento procedente del noroeste";"2";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"11.9";"";"";"";"";"";"";"10.0";"11.4";"Sin precipitación";"6";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"14.12.2017 05:00";"12.4";"720.8";"762.7";"";"80";"";"";"";"";"sin nubes.";"Visibilidad reducida por humo, por ejemplo fuego de maleza o incendio de bosques, humo industrial o cenizas volcánicas. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"8.0";"9.1";"";"";"";"";"";"";
"14.12.2017 02:00";"15.9";"721.0";"762.4";"-1.1";"72";"Viento procedente del sursureste";"1";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"10.9";"Sin precipitación";"6";"";"";"";"";
"13.12.2017 23:00";"18.0";"722.1";"763.3";"";"64";"Viento procedente del sursureste";"3";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.0";"";"";"";"";"";"";
"13.12.2017 20:00";"22.3";"721.4";"761.9";"0.3";"48";"Viento procedente del sursuroeste";"5";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"28.8";"";"";"";"";"";"10.0";"10.7";"Sin precipitación";"6";"";"";"";"";
"13.12.2017 17:00";"26.5";"721.1";"760.9";"";"39";"Viento procedente del sur-oeste";"7";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"13.12.2017 14:00";"26.9";"721.8";"761.5";"-0.9";"27";"Viento procedente del sur";"4";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"6.3";"Sin precipitación";"6";"";"";"";"";
"13.12.2017 11:00";"21.1";"722.7";"763.3";"";"52";"";"";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.8";"";"";"";"";"";"";
"13.12.2017 08:00";"16.5";"723.2";"764.5";"0.5";"71";"";"";"";"";"70 – 80%.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"14.1";"";"Estratocúmulos que no sean estratocúmulos cumulogenitus.";"70 – 80%.";"600-1000";"No hay altocúmulos, altoestratos, ni nimboestratos.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"10.0";"11.1";"Sin precipitación";"6";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"13.12.2017 05:00";"14.5";"722.7";"764.4";"";"81";"Viento procedente del sursureste";"2";"";"";"90  o más, pero no 100%";"Bruma. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"";"";"Estratocúmulos que no sean estratocúmulos cumulogenitus.";"90  o más, pero no 100%";"300-600";"No hay altocúmulos, altoestratos, ni nimboestratos.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"10.0";"11.2";"";"";"";"";"";"";
"13.12.2017 02:00";"14.5";"722.6";"764.3";"0.4";"82";"Viento procedente del sur";"3";"";"";"90  o más, pero no 100%";"Nubes en general en formación o desarrollándose. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"Estratocúmulos que no sean estratocúmulos cumulogenitus.";"90  o más, pero no 100%";"300-600";"No hay altocúmulos, altoestratos, ni nimboestratos.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"10.0";"11.4";"Sin precipitación";"6";"";"";"";"";
"12.12.2017 23:00";"15.4";"722.2";"763.9";"";"76";"Viento procedente del sur";"5";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.2";"";"";"";"";"";"";
"12.12.2017 20:00";"18.7";"721.0";"762.0";"0.6";"62";"Viento procedente del sursuroeste";"7";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"24.8";"";"";"";"";"";"10.0";"11.3";"Sin precipitación";"6";"";"";"";"";
"12.12.2017 17:00";"24.2";"720.4";"760.7";"";"44";"Viento procedente del sur-oeste";"6";"";"";"10%  o menos, pero no 0";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"12.12.2017 14:00";"21.4";"721.6";"762.1";"-0.6";"51";"Viento procedente del sur-oeste";"3";"";"";"60%.";"Nubes en general disipándose o haciéndose menos desarrolladas. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"";"";"Cúmulos mediocris o congestus, con cúmulos de las especies fractus o humilis o estratocúmulos o sin ellos, todos con sus bases a un mismo nivel.";"60%.";"600-1000";"No hay altocúmulos, altoestratos, ni nimboestratos.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"10.0";"10.8";"Sin precipitación";"6";"";"";"";"";
"12.12.2017 11:00";"16.1";"722.2";"763.7";"";"69";"Viento procedente del sursureste";"4";"";"";"100%.";" ";"";"";"";"";"Cúmulos y estratocúmulos que no sean estratocúmulos cumulogenitus, con bases a niveles diferentes.";"50%.";"600-1000";"No hay altocúmulos, altoestratos, ni nimboestratos.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"10.0";"10.4";"";"";"";"";"";"";
"12.12.2017 08:00";"14.4";"721.9";"763.6";"1.5";"77";"Viento procedente del sur-oeste";"3";"";"";"100%.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"Nubes que cubren más de la mitad del cielo durante el período considerado.";"12.8";"";"Estratos nebulosus o estratos fractus que no sean de mal tiempo, o ambos.";"60%.";"300-600";"";"";"10.0";"10.3";"Sin precipitación";"6";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"12.12.2017 05:00";"14.0";"720.4";"762.0";"";"85";"Viento procedente del sursuroeste";"4";"";"";"90  o más, pero no 100%";" ";"";"";"";"";"Estratos nebulosus o estratos fractus que no sean de mal tiempo, o ambos.";"90  o más, pero no 100%";"300-600";"No hay altocúmulos, altoestratos, ni nimboestratos.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"10.0";"11.5";"";"";"";"";"";"";
"12.12.2017 02:00";"13.9";"719.3";"761.5";"-1.1";"85";"";"";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"11.4";"Sin precipitación";"6";"";"";"";"";
"11.12.2017 23:00";"14.5";"720.4";"761.9";"";"83";"Viento procedente del sursureste";"5";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.7";"";"";"";"";"";"";
"11.12.2017 20:00";"17.6";"718.6";"759.4";"1.0";"69";"Viento procedente del sur-oeste";"6";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"27.4";"";"";"";"";"";"10.0";"11.8";"Sin precipitación";"6";"";"";"";"";
"11.12.2017 17:00";"25.5";"717.6";"757.5";"";"44";"Viento procedente del sur";"7";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.2";"";"";"";"";"";"";
"11.12.2017 14:00";"25.2";"718.3";"758.2";"-0.7";"46";"Viento procedente del sur";"6";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"12.6";"Sin precipitación";"6";"";"";"";"";
"11.12.2017 11:00";"21.2";"719.0";"759.7";"";"57";"Viento procedente del sur";"5";"";"";"sin nubes.";"Bruma. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"8.0";"12.3";"";"";"";"";"";"";
"11.12.2017 08:00";"15.7";"720.0";"761.4";"0.6";"79";"Viento procedente del sur";"3";"";"";"20–30%.";"Bruma. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"13.0";"";"Cúmulos mediocris o congestus, con cúmulos de las especies fractus o humilis o estratocúmulos o sin ellos, todos con sus bases a un mismo nivel.";"20–30%.";"300-600";"No hay altocúmulos, altoestratos, ni nimboestratos.";"No hay cirrus, cirrocúmulos, ni Cirroestratos.";"5.0";"12.0";"Sin precipitación";"6";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"11.12.2017 05:00";"13.2";"719.4";"760.9";"";"90";"Viento procedente del sursureste";"3";"";"";"40%.";"Bruma. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"7.0";"11.5";"";"";"";"";"";"";
"11.12.2017 02:00";"13.7";"719.5";"760.9";"0.4";"87";"Viento procedente del sursureste";"5";"";"";"sin nubes.";"Bruma. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"8.0";"11.5";"Sin precipitación";"6";"";"";"";"";
"10.12.2017 23:00";"15.7";"719.1";"760.3";"";"77";"Viento procedente del sursureste";"5";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.6";"";"";"";"";"";"";
"10.12.2017 20:00";"20.9";"717.8";"758.2";"1.3";"55";"Viento procedente del sursureste";"6";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"34.8";"";"";"";"";"";"10.0";"11.6";"Sin precipitación";"6";"";"";"";"";
"10.12.2017 17:00";"29.0";"716.5";"755.8";"";"33";"Viento procedente del sursuroeste";"10";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.0";"";"";"";"";"";"";
"10.12.2017 14:00";"33.8";"716.8";"755.4";"-1.2";"17";"Viento procedente del sur-oeste";"6";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"5.8";"Sin precipitación";"6";"";"";"";"";
"10.12.2017 11:00";"28.9";"718.0";"757.3";"";"26";"";"";"";"";"10%  o menos, pero no 0";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.6";"";"";"";"";"";"";
"10.12.2017 08:00";"21.6";"718.9";"759.1";"0.3";"43";"";"";"";"";"sin nubes.";"Visibilidad reducida por humo, por ejemplo fuego de maleza o incendio de bosques, humo industrial o cenizas volcánicas. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"13.8";"";"";"";"";"";"";"6.0";"8.5";"Sin precipitación";"6";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"10.12.2017 05:00";"14.2";"718.6";"760.2";"";"69";"";"";"";"";"10%  o menos, pero no 0";"Visibilidad reducida por humo, por ejemplo fuego de maleza o incendio de bosques, humo industrial o cenizas volcánicas. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"8.0";"8.5";"";"";"";"";"";"";
"10.12.2017 02:00";"17.6";"719.3";"760.4";"-0.7";"60";"";"";"";"";"sin nubes.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"";"";"";"";"";"";"10.0";"9.6";"Sin precipitación";"6";"";"";"";"";
"09.12.2017 23:00";"22.2";"720.0";"760.4";"";"46";"Viento procedente del sursureste";"3";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.0";"";"";"";"";"";"";
"09.12.2017 20:00";"26.2";"719.3";"759.2";"-0.2";"30";"Viento procedente del sursuroeste";"6";"";"";"20–30%.";"Estado del cielo sin cambios en su conjunto. ";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"Nubes que cubren la mitad o menos del cielo durante el período considerado.";"";"31.9";"No hay estratocúmulos, estratos, cúmulos ni cumulonimbus.";"sin nubes.";"2500 o más, o sin nuves.";"No hay altocúmulos, altoestratos, ni nimboestratos.";"Cirrus fibratus, a veces uncinus, que no invaden progresivamente el cielo.";"10.0";"7.3";"Sin precipitación";"6";"";"";"";"";
"09.12.2017 17:00";"30.0";"719.5";"758.6";"";"22";"Viento procedente del sursuroeste";"8";"";"";"sin nubes.";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.3";"";"";"";"";"";"";
